city,competition,date_0,date_1,date_2,date_3,date_4,eliminator,file_no,gender,index,match_number,match_referee,method,neutralvenue,outcome,player_of_match,reserve_umpire,season,series,team,toss_decision,toss_winner,tv_umpire,umpire_0,umpire_1,venue,winner,winner_innings,winner_runs,winner_wickets
King City,,2008/06/29,,,,,,325569,male,0,2,BC Broad,D/L,,,S Dhaniram,R Sivanadian,2008,Bermuda in Canada ODI Series,Bermuda,field,Canada,,GAV Baxter,R Dill,Maple Leaf North-West Ground,Bermuda,,11,
,,2015/10/09,,,,,,919613,male,0,1,J Srinath,,,,Sikandar Raza,L Rusere,2015/16,Ireland in Zimbabwe ODI Series,Ireland,field,Zimbabwe,,JD Cloete,RB Tiffin,Harare Sports Club,Zimbabwe,,,2
Ahmedabad,Indian Premier League,2015/04/21,,,,,Kings XI Punjab,829741,male,0,18,Chinmay Sharma,,,tie,SE Marsh,K Srinath,2015,,Kings XI Punjab,field,Kings XI Punjab,AK Chaudhary,M Erasmus,S Ravi,"""Sardar Patel Stadium",,,,
Ahmedabad,ICC Champions Trophy,2006/10/24,,,,,,249751,male,0,13,JJ Crowe,,true,,SM Pollock,AM Saheba,2006/07,,Sri Lanka,field,Sri Lanka,Aleem Dar,DJ Harper,SJA Taufel,"""Sardar Patel Stadium",South Africa,,78,
Paarl,,2016/10/24,,,,,,935823,female,0,7,GH Pienaar,,,,KJ Martin,RN Hendricks,2016/17,New Zealand Women in South Africa ODI Series,New Zealand,bat,New Zealand,,A Paleker,BM White,Boland Park,New Zealand,,126,
Leeds,,2011/07/01,,,,,,474468,male,0,2,AG Hurst,,,,DPMD Jayawardene,RJ Bailey,2011,NatWest Series,Sri Lanka,field,England,NJ Llong,BF Bowden,RA Kettleborough,Headingley,Sri Lanka,,69,
Bangalore,ICC Cricket World Cup,2011/03/02,,,,,,433572,male,0,15,RS Mahanama,,true,,KJ O'Brien,RJ Tucker,2010/11,,Ireland,bat,England,M Erasmus,Aleem Dar,BF Bowden,M Chinnaswamy Stadium,Ireland,,,3
Bulawayo,,2009/08/16,,,,,,410340,male,0,4,J Srinath,,,,Tamim Iqbal,C Phiri,2009,Bangladesh in Zimbabwe ODI Series,Bangladesh,bat,Zimbabwe,O Chirombe,KC Barbour,AM Saheba,Queens Sports Club,Bangladesh,,,4
Mumbai,ICC Women's World Cup,2013/02/08,,,,,,594904,female,0,13,DT Jukes,,true,,LC Sthalekar,K Cross,2012/13,,England,field,England,VA Kulkarni,RSA Palliyaguruge,Sarika Prasad,Brabourne Stadium,Australia,,2,
Antigua,,2014/03/05,,,,,,636535,male,0,3,AJ Pycroft,,,,JE Root,GO Brathwaite,2013/14,England in West Indies ODI Series,England,field,West Indies,RJ Tucker,M Erasmus,JS Wilson,"""Sir Vivian Richards Stadium",England,,25,
Cardiff,,2010/06/24,,,,,,426388,male,0,2,J Srinath,,,,SCJ Broad,RK Illingworth,2010,NatWest Series,Australia,bat,Australia,IJ Gould,Aleem Dar,NJ Llong,Sophia Gardens,England,,,4
Dublin,,2014/09/08,,,,,,727935,male,0,1,BC Broad,,,,,L Fourie,2014,Scotland in Ireland ODI Series,Scotland,field,Ireland,,MA Gough,M Hawthorne,"""The Village",Ireland,,,7
Bloemfontein,,2006/09/15,,,,,,255961,male,0,1,RS Mahanama,,,,HH Dippenaar,,2006/07,Zimbabwe in South Africa ODI Series,Zimbabwe,bat,Zimbabwe,IL Howell,DJ Harper,BG Jerling,Goodyear Park,South Africa,,,5
Indore,,2006/04/15,,,,,,238194,male,0,7,RS Mahanama,,,,S Sreesanth,,2005/06,England in India ODI Series,England,field,India,I Shivram,AV Jayaprakash,RE Koertzen,Maharani Usharaje Trust Cricket Ground,India,,,7
Birmingham,,2007/07/04,,,,,,258466,male,0,2,MJ Procter,,,,S Chanderpaul,B Dudleston,2007,NatWest Series,West Indies,field,England,NA Mallender,BG Jerling,NJ Llong,Edgbaston,West Indies,,61,
Trinidad,ICC World Cup,2007/03/25,,,,,,247480,male,0,24,AG Hurst,D/L,true,,Mohammad Ashraful,DJ Harper,2006/07,,Bermuda,field,Bangladesh,Aleem Dar,SJ Davis,IL Howell,"""Queen's Park Oval",Bangladesh,,,7
Pianoro,ICC World Cricket League Division Four,2010/08/14,,,,,,467078,male,0,,DT Jukes,,true,no result,,S Ketipe,2010,,United States of America,field,United States of America,,L Fourie,CA McElwee,Ovale di Rastignano,,,,
Kuala Lumpur,ICC World Cricket League Division Three,2014/10/27,,,,,,785979,male,0,,D Govindjee,,,,D Duraisingam,N Sivan,2014/15,,Uganda,bat,Uganda,,DN Subedi,C Young,Bayuemas Oval,Malaysia,,,4
Nottingham,,2007/07/07,,,,,,258467,male,0,3,MJ Procter,,,,DBL Powell,IJ Gould,2007,NatWest Series,West Indies,bat,West Indies,PJ Hartley,MR Benson,BG Jerling,Trent Bridge,West Indies,,93,
Kuala Lumpur,ICC World Cricket League Division Four,2012/09/06,,,,,,576409,male,0,,DT Jukes,,,,SP Gauchan,SN Bandekar,2012,,Nepal,bat,Malaysia,,AW Louw,REJ Martinesz,Selangor Turf Club,Nepal,,,10
Apia,ICC World Cricket League Division Eight,2012/09/20,,,,,,579751,male,0,,SR Bernard,,,,T Kaisala,,2012,,Bhutan,bat,Bhutan,,GAV Baxter,Farid Dalwai,Faleata Oval No 3,Samoa,,,6
Kuala Lumpur,ICC World Cricket League Division Three,2014/10/24,,,,,,785967,male,0,,D Govindjee,,,,Shafiq Sharif,R D'Mello,2014/15,,United States of America,field,Malaysia,,JD Cloete,DN Subedi,Bayuemas Oval,Malaysia,,,5
,ICC Cricket World Cup,2015/03/18,,,,,,656483,male,0,,DC Boon,,true,,Imran Tahir,BNJ Oxenford,2014/15,,Sri Lanka,bat,Sri Lanka,RA Kettleborough,NJ Llong,RJ Tucker,Sydney Cricket Ground,South Africa,,,9
Bangalore,Indian Premier League,2012/05/14,,,,,,548367,male,0,62,GF Labrooy,,,,AT Rayudu,CK Nandan,2012,,Mumbai Indians,field,Mumbai Indians,S Asnani,S Das,BR Doctrove,M Chinnaswamy Stadium,Mumbai Indians,,,5
Kochi,,2007/10/02,,,,,,297794,male,0,2,BC Broad,,,,BJ Haddin,SK Tarapore,2007/08,Australia in India ODI Series,Australia,field,India,GA Pratapkumar,SA Bucknor,SL Shastri,Nehru Stadium,Australia,,84,
Hobart,ICC Cricket World Cup,2015/03/14,,,,,,656477,male,0,40,JJ Crowe,,,,MA Starc,MA Gough,2014/15,,Scotland,field,Australia,JS Wilson,IJ Gould,RK Illingworth,Bellerive Oval,Australia,,,7
Bulawayo,,2007/08/22,,,,,,300486,male,0,1,J Srinath,,,,GB Brent,,2007,South Africa in Zimbabwe ODI Series,South Africa,bat,Zimbabwe,ID Robinson,SJ Davis,RB Tiffin,Queens Sports Club,South Africa,,,5
Edinburgh,,2016/09/10,,,,,,1004285,male,0,2,DT Jukes,,,,,DA Haggo,2016,Hong Kong in Scotland ODI Series,Hong Kong,bat,Scotland,,GO Brathwaite,IN Ramage,"""Grange Cricket Club Ground",Scotland,,53,
St Vincent,,2008/06/24,,,,,,319143,male,0,1,RS Mahanama,,,,SE Marsh,GE Greaves,2008,Australia in West Indies ODI Series,Australia,field,West Indies,CR Duncan,Asad Rauf,BR Doctrove,"""Arnos Vale Ground",Australia,,84,
Chandigarh,,2009/11/02,,,,,,416239,male,0,4,BC Broad,,,,SR Watson,S Asnani,2009/10,Australia in India ODI Series,Australia,field,India,SS Hazare,EAR de Silva,AM Saheba,"""Punjab Cricket Association Stadium",Australia,,24,
Colchester,ICC World Cricket League Division Six,2015/09/07,,,,,,913419,male,0,,GF Labrooy,,true,,OE Newey,R Black,2015,,Guernsey,field,Fiji,,AA Baig,Sarika Prasad,Castle Park Cricket Ground,Guernsey,,188,
Grenada,,2008/06/27,,,,,,319144,male,0,2,RS Mahanama,D/L,,,MJ Clarke,CR Duncan,2008,Australia in West Indies ODI Series,Australia,bat,Australia,BR Doctrove,Asad Rauf,NA Malcolm,"""National Cricket Stadium",Australia,,63,
Hobart,,2006/02/07,,,,,,226386,male,0,12,JJ Crowe,,true,,HMCM Bandara,,2005/06,VB Series,Sri Lanka,bat,Sri Lanka,RL Parry,MR Benson,DJ Harper,Bellerive Oval,Sri Lanka,,76,
Ahmedabad,ICC Cricket World Cup,2011/02/21,,,,,,433561,male,0,4,RS Mahanama,,true,,SR Watson,SJA Taufel,2010/11,,Zimbabwe,bat,Australia,AM Saheba,EAR de Silva,RA Kettleborough,"""Sardar Patel Stadium",Australia,,91,
,,2013/07/28,,,,,,643669,male,0,3,BC Broad,,,,A Mishra,L Rusere,2013,India in Zimbabwe ODI Series,India,field,India,O Chirombe,BNJ Oxenford,RB Tiffin,Harare Sports Club,India,,,7
Port Elizabeth,,2007/11/30,,,,,,298797,male,0,2,J Srinath,,,,BB McCullum,,2007/08,New Zealand in South Africa ODI Series,New Zealand,bat,South Africa,IL Howell,MR Benson,M Erasmus,St George's Park,New Zealand,,,7
Dubai,,2014/11/30,,,,,,803797,male,0,2,DT Jukes,,,,Khurram Khan,Sarika Prasad,2014/15,United Arab Emirates v Afghanistan ODI Series,Afghanistan,field,United Arab Emirates,,JD Cloete,RA Kettleborough,ICC Academy,United Arab Emirates,,,6
Cape Town,,2017/02/07,,,,,,936165,male,0,4,RB Richardson,,,,F du Plessis,S George,2016/17,Sri Lanka in South Africa ODI Series,Sri Lanka,bat,South Africa,RA Kettleborough,AT Holdstock,RK Illingworth,Newlands,South Africa,,40,
Nairobi,ICC World Cricket League Division One,2007/02/05,,,,,,267391,male,0,14,RS Mahanama,,,,TM Odoyo,MA Khan,2006/07,,Canada,bat,Kenya,,R Dill,TH Wijewardene,Jaffery Sports Club Ground,Kenya,,158,
Bogra,,2006/12/03,,,,,,264068,male,0,2,RS Madugalle,,,,SC Williams,SB Chowdhury,2006/07,Zimbabwe in Bangladesh ODI Series,Zimbabwe,field,Bangladesh,Ziaul Islam,Enamul Haque,Nadeem Ghauri,Shaheed Chandu Stadium,Bangladesh,,,6
Karachi,Asia Cup,2008/06/25,,,,,,335349,male,0,4,AG Hurst,,true,,SK Raina,Saleem Badar,2008,,India,bat,India,MG Silva,AL Hill,BG Jerling,National Stadium,India,,256,
Guwahati,,2010/11/28,,,,,,467883,male,0,1,RS Mahanama,,,,V Kohli,VA Kulkarni,2010/11,New Zealand in India ODI Series,New Zealand,field,New Zealand,SS Hazare,NJ Llong,SK Tarapore,Nehru Stadium,India,,40,
Brisbane,Big Bash League,2017/01/25,,,,,Sydney Sixers,1023647,male,0,,RW Stratford,,,tie,MC Henriques,DM Koch,2016/17,,Sydney Sixers,field,Sydney Sixers,P Wilson,GA Abood,GC Joshua,"""Brisbane Cricket Ground",,,,
Karachi,,2009/01/20,,,,,,385749,male,0,1,BC Broad,,,,Salman Butt,Saleem Badar,2008/09,Sri Lanka in Pakistan ODI Series,Sri Lanka,bat,Sri Lanka,Ahsan Raza,NJ Llong,Nadeem Ghauri,National Stadium,Pakistan,,,8
Indore,,2008/11/17,,,,,,361044,male,0,2,RS Mahanama,,,,Yuvraj Singh,S Dua,2008/09,England in India ODI Series,England,bat,India,SL Shastri,AM Saheba,RB Tiffin,Maharani Usharaje Trust Cricket Ground,India,,54,
Taunton,World Cup,2019/06/17,,,,,,1144505,male,0,23,DC Boon,,,,Shakib Al Hasan,HDPK Dharmasena,2019,,West Indies,field,Bangladesh,P Wilson,RJ Tucker,S Ravi,The Cooper Associates County Ground,Bangladesh,,,7
London,,2014/05/22,,,,,,667889,male,0,1,JJ Crowe,D/L,,,CJ Jordan,RT Robinson,2014,Sri Lanka in England ODI Series,Sri Lanka,field,Sri Lanka,M Erasmus,RJ Bailey,CB Gaffaney,Kennington Oval,England,,81,
,,2015/07/12,,,,,,885965,male,0,2,RS Mahanama,,,,M Vijay,O Chirombe,2015,India in Zimbabwe ODI Series,India,field,Zimbabwe,L Rusere,SD Fry,TJ Matibiri,Harare Sports Club,India,,62,
,,2011/01/26,,,,,,446965,male,0,4,J Srinath,,,,IJL Trott,PR Reiffel,2010/11,England in Australia ODI Series,England,bat,England,GAV Baxter,M Erasmus,SD Fry,Adelaide Oval,England,,21,
Trinidad,ICC World Cup,2007/03/21,,,,,,247472,male,0,16,JJ Crowe,D/L,true,,ST Jayasuriya,Aleem Dar,2006/07,,Sri Lanka,field,Bangladesh,IL Howell,SJ Davis,DJ Harper,"""Queen's Park Oval",Sri Lanka,,198,
Cuttack,,2014/11/02,,,,,,792289,male,0,1,DC Boon,,,,AM Rahane,PG Pathak,2014/15,Sri Lanka in India ODI Series,Sri Lanka,field,Sri Lanka,C Shamshuddin,VA Kulkarni,BNJ Oxenford,Barabati Stadium,India,,169,
,,2008/12/31,,,,,,366709,male,0,1,J Srinath,,,no result,,DJ Walker,2008/09,West Indies in New Zealand ODI Series,West Indies,field,New Zealand,EA Watkin,MR Benson,AL Hill,Queenstown Events Centre,,,,
Southampton,,2015/06/14,,,,,,743947,male,0,3,J Srinath,,,,KS Williamson,RJ Bailey,2015,New Zealand in England ODI Series,New Zealand,bat,England,SJ Davis,BNJ Oxenford,RT Robinson,The Rose Bowl,New Zealand,,,3
Dublin,,2014/05/06,,,,,,706767,male,0,1,BC Broad,,,,BAW Mendis,L Fourie,2014,Sri Lanka in Ireland ODI Series,Sri Lanka,field,Ireland,,RA Kettleborough,RP Smith,Clontarf Cricket Club Ground,Sri Lanka,,79,
Nairobi,,2007/10/20,,,,,,296687,male,0,2,MJ Procter,,,,,MO Owesi,2007/08,Canada in Kenya ODI Series,Canada,bat,Canada,,M Erasmus,BB Pradhan,Gymkhana Club Ground,Kenya,,,4
Durban,,2008/02/01,,,,,,298808,male,0,4,J Srinath,,,,AB de Villiers,M Erasmus,2007/08,West Indies in South Africa ODI Series,West Indies,bat,West Indies,BG Jerling,DJ Harper,IL Howell,Kingsmead,South Africa,,,5
St Kitts,ICC World Cup,2007/03/18,,,,,,247466,male,0,10,J Srinath,,true,,BJ Hodge,MR Benson,2006/07,,Netherlands,bat,Australia,EAR de Silva,SA Bucknor,AL Hill,"""Warner Park",Australia,,229,
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/11,,,,,,1089147,male,0,12,D Govindjee,,true,,V Ateak,IO Oyieko,2017,,Tanzania,field,Ghana,,PM Musoke,C Thorburn,Willowmoore Park C Field,Ghana,,,5
London,,2013/05/31,,,,,,566923,male,0,1,DC Boon,,,,MJ Guptill,RJ Bailey,2013,NatWest Series,New Zealand,field,New Zealand,SJ Davis,Aleem Dar,RK Illingworth,Lord's,New Zealand,,,5
London,ICC Champions Trophy,2013/06/07,,,,,,578615,male,0,2,BC Broad,,true,,KAJ Roach,RA Kettleborough,2013,,West Indies,field,West Indies,AL Hill,SJ Davis,NJ Llong,Kennington Oval,West Indies,,,2
Bulawayo,,2011/08/21,,,,,,522250,male,0,5,RS Mahanama,,,,Shakib Al Hasan,T Phiri,2011,Bangladesh in Zimbabwe ODI Series,Bangladesh,field,Zimbabwe,TJ Matibiri,O Chirombe,HDPK Dharmasena,Queens Sports Club,Bangladesh,,93,
Port Moresby,"""ICC World Cricket League Championship",2016/10/21,,,,,,1004253,male,0,29,SR Bernard,,,,,L Oala,2016/17,,Namibia,bat,Namibia,,CM Brown,A Kapa,Amini Park,Papua New Guinea,,,5
Colombo,ICC Women's World Cup Qualifier,2017/02/11,,,,,,1073414,female,0,14,,,true,,K Anderson,RA Kottahachchi,2016/17,,Scotland,field,Papua New Guinea,,CA Polosak,RR Wimalasiri,Mercantile Cricket Association Ground,Scotland,,7,
,,2016/10/13,2016/10/14,2016/10/15,2016/10/16,2016/10/17,,1050229,male,0,1,JJ Crowe,,true,,Azhar Ali,Shozab Raza,2016/17,Pakistan v West Indies Test Series,West Indies,bat,Pakistan,MA Gough,RK Illingworth,PR Reiffel,Dubai International Cricket Stadium,Pakistan,,56,
Birmingham,,2010/07/12,,,,,,426405,male,0,3,J Srinath,,,,AJ Strauss,RK Illingworth,2010,NatWest Series,Bangladesh,field,Bangladesh,NJ Llong,Asad Rauf,RA Kettleborough,Edgbaston,England,,144,
Ahmedabad,ICC Champions Trophy,2006/10/08,,,,,,249740,male,0,2,JJ Crowe,,true,,CH Gayle,Asad Rauf,2006/07,,Zimbabwe,bat,Zimbabwe,Aleem Dar,MR Benson,RE Koertzen,"""Sardar Patel Stadium",West Indies,,,9
Edinburgh,,2017/06/15,,,,,,1089419,male,0,1,J Srinath,D/L,,,,DA Haggo,2017,Zimbabwe in Scotland ODI Series,Zimbabwe,bat,Scotland,,RSA Palliyaguruge,IN Ramage,"""Grange Cricket Club Ground",Scotland,,26,
,,2012/08/28,,,,,,571145,male,0,1,J Srinath,,true,,MA Starc,Shozab Raza,2012,Pakistan v Australia ODI Series,Pakistan,bat,Pakistan,NJ Llong,BF Bowden,Zameer Haider,Sharjah Cricket Stadium,Australia,,,4
Auckland,,2007/12/26,,,,,,300426,male,0,1,BC Broad,,,,JM How,AL Hill,2007/08,Bangladesh in New Zealand ODI Series,Bangladesh,field,New Zealand,EA Watkin,GAV Baxter,PD Parker,Eden Park,New Zealand,,,6
Abu Dhabi,,2012/08/31,,,,,,571146,male,0,2,RS Mahanama,,true,,Nasir Jamshed,Zameer Haider,2012,Pakistan v Australia ODI Series,Pakistan,bat,Australia,BF Bowden,Ahsan Raza,NJ Llong,Sheikh Zayed Stadium,Pakistan,,,7
,,2015/12/29,,,,,,953337,male,0,2,DT Jukes,,true,,Mohammad Shahzad,Iftikhar Ali,2015/16,Afghanistan v Zimbabwe ODI Series,Zimbabwe,bat,Zimbabwe,VA Kulkarni,AK Chaudhary,C Shamshuddin,Sharjah Cricket Stadium,Afghanistan,,,4
Los Angeles,ICC World Cricket League Division Four,2016/11/04,,,,,,1062511,male,0,,D Govindjee,,,,NAT Watkins,A Kapa,2016/17,,Jersey,bat,Jersey,,Akbar Ali,K Cross,"""Wong Cricket Field",Jersey,,1,
Chandigarh,ICC Champions Trophy,2006/10/27,,,,,,249754,male,0,16,RS Madugalle,,true,,M Ntini,RE Koertzen,2006/07,,South Africa,bat,South Africa,SA Bucknor,MR Benson,BF Bowden,"""Punjab Cricket Association Stadium",South Africa,,124,
Delhi,ICC Cricket World Cup,2011/03/09,,,,,,433582,male,0,25,RS Madugalle,,,,Yuvraj Singh,HDPK Dharmasena,2010/11,,Netherlands,bat,Netherlands,BR Doctrove,SJ Davis,BNJ Oxenford,Feroz Shah Kotla,India,,,5
Bangalore,,2010/12/07,,,,,,467886,male,0,4,RS Mahanama,,,,YK Pathan,UV Gandhe,2010/11,New Zealand in India ODI Series,New Zealand,field,India,S Asnani,RA Kettleborough,AM Saheba,M Chinnaswamy Stadium,India,,,5
Benoni,,2013/03/24,,,,,,567372,male,0,5,AJ Pycroft,,,,AB de Villiers,AT Holdstock,2012/13,Pakistan in South Africa ODI Series,Pakistan,bat,Pakistan,HDPK Dharmasena,BF Bowden,JD Cloete,Willowmoore Park,South Africa,,,6
Johannesburg,ICC Champions Trophy,2009/09/29,,,,,,415282,male,0,10,RS Mahanama,,true,,GD Elliott,SJ Davis,2009/10,,New Zealand,field,New Zealand,Aleem Dar,Asad Rauf,DJ Harper,New Wanderers Stadium,New Zealand,,,4
Nottingham,,2016/08/30,,,,,,913657,male,0,3,JJ Crowe,,,,AD Hales,RT Robinson,2016,Pakistan in England ODI Series,Pakistan,bat,England,M Erasmus,SD Fry,RA Kettleborough,Trent Bridge,England,,169,
Colombo,,2007/07/25,,,,,,293483,male,0,3,JJ Crowe,,,,J Mubarak,MG Silva,2007,Bangladesh in Sri Lanka ODI Series,Bangladesh,field,Bangladesh,REJ Martinesz,EAR de Silva,RE Koertzen,R Premadasa Stadium,Sri Lanka,,39,
Napier,,2008/02/20,,,,,,300440,male,0,4,AG Hurst,,,tie,JM How,DM Quested,2007/08,England in New Zealand ODI Series,England,field,New Zealand,EA Watkin,Asad Rauf,BF Bowden,McLean Park,,,,
Auckland,,2006/03/04,,,,,,238179,male,0,5,MJ Procter,,,,DR Smith,,2005/06,West Indies in New Zealand ODI Series,West Indies,bat,New Zealand,BF Bowden,DJ Harper,AL Hill,Eden Park,West Indies,,,3
Abu Dhabi,,2014/12/19,,,,,,742627,male,0,5,RS Mahanama,,true,,MJ Henry,Shozab Raza,2014/15,Pakistan v New Zealand ODI Series,Pakistan,bat,New Zealand,RK Illingworth,Ahsan Raza,JS Wilson,Sheikh Zayed Stadium,New Zealand,,68,
Fatullah,Asia Cup,2014/03/01,,,,,,710299,male,0,5,BC Broad,,,,Samiullah Shenwari,Masudur Rahman,2013/14,,Afghanistan,field,Bangladesh,CK Nandan,BF Bowden,JD Cloete,Khan Shaheb Osman Ali Stadium,Afghanistan,,32,
,,2013/02/08,,,,,,573025,male,0,4,RS Madugalle,,,,KA Pollard,PR Reiffel,2012/13,West Indies in Australia ODI Series,West Indies,bat,West Indies,Asad Rauf,SD Fry,NJ Llong,Sydney Cricket Ground,Australia,,,5
